original_url,replication_url,description,result,replication_type,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,original_es_r,replication_es_r,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,field,discipline,subdiscipline,tags,validated,validated_person,replication_initiative_tag,source,explanation,confidence,ai_version
https://doi.org/10.1037/mot0000097,https://doi.org/10.1002/ejsp.2748,We investigated the hypothesis that group members would reject outgroup criticism (as compared to the same criticism from the ingroup) using costly punishment,success,direct or close,J. Lukas Thürmer; Sean M. McCrea,Beyond motivated reasoning: Hostile reactions to critical comments from the outgroup.,Motivation Science,4,4,333,2018,J. Lukas Thürmer; Sean M. Mccrea,Disentangling the intergroup sensitivity effect: Defending the ingroup or enforcing general norms?,European Journal of Social Psychology,51,7,1061,2021,135.0,,d,,,,,740.0,,r,0.1747682,0.117,,,,,social sciences,psychology,cognitive psychology,"intergroup sensitivity effect, intergroup criticism, behavior, costly punishment,",yes,forrt.org team: LK,,,,,
https://doi.org/10.1177/0956797610384746,https://doi.org/10.1007/s00426-019-01203-4,"Freezing is an adaptive defensive response to a stressful event. It is characterized by reduced body motion, reduced heart rate (bradycardia), and increased muscle tonus. Social threats in the context of these studies are stimuli of angry faces. ",success,direct or close,Karin Roelofs; Muriel A. Hagenaars; John Stins,Facing Freeze,Psychological Science,21,11,1575,2010,Marret K. Noordewier; Daan Scheepers; Leon P. Hilbert,Freezing in response to social threat: a replication,Psychological Research,84,7,1890,2019,47.0,,etasq,,,,,54.0,,etasq,0.3162278,0.2828427,,,,,social sciences,psychology,consumer psychology / marketing,Freezing response to social threat,yes,forrt.org team: LK,,,,,
https://doi.org/10.1111/j.1468-0017.2010.01398.x,https://doi.org/10.1007/s13164-018-0400-9,,success,direct,JAMES R. BEEBE; WESLEY BUCKWALTER,The Epistemic Side-Effect Effect,Mind & Language,25,4,474,2010,Florián Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James R. Beebe; Renatas Berniûnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Díaz; Noah N. N. van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar R. Hannikainen; José V. Hernández‐Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklós Kürthy; Anthony Lantian; Shen‐Yi Liao; Édouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel A. Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9,2018,749.0,,r,,,,,514.0,,r,0.35,0.31,"[0.23, 0.39]",,,,social sciences,psychology,experimental philosophy,experimental philosophy,yes,FReD_API_team,XPHIR,,,,
https://doi.org/10.1080/09515080307771,https://doi.org/10.1007/s13164-018-0400-9,"In the absence of skill, murder is judged intentional but achievement is not",success,direct,Joshua Knobe,Intentional action in folk psychology: An experimental investigation,Philosophical Psychology,16,2,309,2003,Florián Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James R. Beebe; Renatas Berniûnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Díaz; Noah N. N. van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar R. Hannikainen; José V. Hernández‐Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklós Kürthy; Anthony Lantian; Shen‐Yi Liao; Édouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel A. Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9,2018,37.0,,r,,,,,145.0,,r,0.46,0.6,"[0.48, 0.7]",,,,social sciences,psychology,experimental philosophy,experimental philosophy,yes,forrt.org team: LKasseckert,XPHIR,,,,
https://doi.org/10.1111/1467-8284.00419,https://doi.org/10.1007/s13164-018-0400-9,Intentional Action and Side Effects in Ordinary Language,success,direct,Joshua Knobe,Intentional action and side effects in ordinary language,Analysis,63,279,190,2003,Florián Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James R. Beebe; Renatas Berniûnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Díaz; Noah N. N. van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar R. Hannikainen; José V. Hernández‐Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklós Kürthy; Anthony Lantian; Shen‐Yi Liao; Édouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel A. Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9,2018,78.0,,r,,,,,100.0,,r,0.59,0.61,"[0.47, 0.72]",,,,social sciences,psychology,experimental philosophy,experimental philosophy,yes,forrt.org team: LKasseckert,XPHIR,,,,
https://doi.org/10.1080/0951508042000202354,https://doi.org/10.1007/s13164-018-0400-9,participants who respond as nonobjectivists about canonical moral violations still treat such violations in typical ways,success,direct,Shaun Nichols,After objectivity: an empirical study of moral judgment,Philosophical Psychology,17,1,3,2004,Florián Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James R. Beebe; Renatas Berniûnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Díaz; Noah N. N. van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar R. Hannikainen; José V. Hernández‐Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklós Kürthy; Anthony Lantian; Shen‐Yi Liao; Édouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel A. Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9,2018,10.0,,r,,,,,9.0,,r,0.832,0.7746,"[0.09, 0.96]",,,,social sciences,psychology,experimental philosophy,experimental philosophy,yes,forrt.org team: LKasseckert,XPHIR,,,,
https://doi.org/10.1016/j.cognition.2003.10.003,https://doi.org/10.1007/s13164-018-0400-9,Westerners are more likely than East Asians to report intuitions that are consistent with the causal-historical view,failure,direct,Édouard Machery,"Semantics, cross-cultural style",Cognition,92,3,B1,2004,Florián Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James R. Beebe; Renatas Berniûnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Díaz; Noah N. N. van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar R. Hannikainen; José V. Hernández‐Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklós Kürthy; Anthony Lantian; Shen‐Yi Liao; Édouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel A. Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9,2018,72.0,,r,,,,,181.0,,r,0.29,0.0,"[-0.15, 0.15]",,,,social sciences,psychology,experimental philosophy,experimental philosophy,yes,forrt.org team: LKasseckert,XPHIR,,,,
https://doi.org/10.1080/13506280544000110,https://doi.org/10.1016/j.actpsy.2020.103138,The magnitude of the age of acquisition effect I(i.e. early-acquired words are named more quickly than later-acquired words) in lexical retrieval is larger in picture naming than visual word naming.,success,direct or close,Matthew A. Lambon Ralph; Sheeba Ehsan,Age of acquisition effects depend on the mapping between representations and the frequency of occurrence: Empirical and computational evidence,Visual Cognition,13,7-8,928,2006,Jonathan Catling; Mahmoud Medhat Elsherif,The hunt for the age of acquisition effect: It's in the links!,Acta Psychologica,209,,103138,2020,44.0,,etasq,,,,,96.0,,d,0.8944,-0.3219,,,,,social sciences,psychology,developmental psychology,"Age of acquisition, Picture naming, word naming, Direct replication, lexical retrieval,Age acquisition effect",yes,forrt.org team: LK,,,,,
https://doi.org/10.1086/691462,https://doi.org/10.1016/j.actpsy.2022.103717,"The mere presence of one's own smartphone may occupy limited-capacity cognitive resources, thereby leaving fewer resources available for other tasks and undercutting cognitive performance.",failure,direct or close,Adrian F. Ward; Kristen Duke; Ayelet Gneezy; Maarten W. Bos,Brain Drain: The Mere Presence of One’s Own Smartphone Reduces Available Cognitive Capacity,Journal of the Association for Consumer Research,2,2,140,2017,Ana C. Ruiz Pardo; John Paul Minda,Reexamining the “brain drain” effect: A replication of Ward et al. (2017),Acta Psychologica,230,,103717,2022,275.0,,etasq,,,,,383.0,,etasq,0.1612452,0.03162278,,,,,social sciences,psychology,consumer psychology / marketing,,yes,forrt.org team: LK,,,,,
https://doi.org/10.1016/j.cognition.2014.09.006,https://doi.org/10.1177/01461672211052120,drunk utilitarian,success,direct or close,Aaron A. Duke; Laurent Bègue,The drunk utilitarian: Blood alcohol concentration predicts utilitarian responses in moral dilemmas,Cognition,134,,121,2014,Mariola Paruzel-Czachura; Katarzyna Pypno-Blajda; Jim A. C. Everett; Michal Bialek; Bertram Gawronski,The Drunk Utilitarian Revisited: Does Alcohol Really Increase Utilitarianism in Moral Judgment?,Personality and Social Psychology Bulletin,49,1,20,2021,60.0,,r,,,,,42.0,,r,0.29,0.32,,,,,social sciences,psychology,experimental philosophy,"utilitarianism, alcohol, CNI Model, trolley dilemma, moral judgmenet,drunk utilitarian",yes,forrt.org team: LK,,,,,
